round, Mean_Train_Loss, Test_Loss, 
0, 3.433627217103437, 8.586431503295898, 
1, 2.3621212010946673, 6.920795440673828, 
2, 1.895368845551351, 6.720306873321533, 
3, 1.8652234210183873, 6.528091907501221, 
4, 1.8277379747932074, 6.354706287384033, 
5, 1.7996602762267604, 6.062238693237305, 
6, 1.7512342845617992, 5.933802604675293, 
7, 1.7367940515414124, 5.722910404205322, 
8, 1.7160897399610306, 5.589172840118408, 
9, 1.6993148082409237, 5.3777031898498535, 
10, 2.0331914100838735, 3.2419610023498535, 
11, 1.043495375446853, 2.6661365032196045, 
12, 0.7961481063550369, 2.4860599040985107, 
13, 0.6927842695320972, 2.3278989791870117, 
14, 0.618798707192611, 2.201531410217285, 
15, 0.5623041146237892, 2.094109058380127, 
16, 0.5181903116035534, 2.0025763511657715, 
17, 0.4828210851527201, 1.9232910871505737, 
18, 0.4540759117730328, 1.8543775081634521, 
19, 0.43028430792762606, 1.7940107583999634, 
20, 0.4102391827772143, 1.7404241561889648, 
21, 0.3931395323101248, 1.6927202939987183, 
22, 0.378370331621225, 1.6497420072555542, 
23, 0.36548412138718317, 1.6107374429702759, 
24, 0.35415300085423057, 1.5754445791244507, 
25, 0.3440769405615684, 1.5430749654769897, 
26, 0.33509066160523987, 1.5137509107589722, 
27, 0.32700435696093394, 1.4865212440490723, 
28, 0.31965246327740493, 1.4617685079574585, 
29, 0.3130030863249644, 1.4383432865142822, 
