round, Mean_Train_Loss, Test_Loss, 
0, 14.06568983304696, 10.672669410705566, 
1, 11.433577748986542, 7.79116678237915, 
2, 8.038780070132896, 5.108348846435547, 
3, 4.9795006794030545, 3.362020492553711, 
4, 3.25317031692286, 2.3604013919830322, 
5, 2.350828770731316, 1.898258090019226, 
6, 1.8396120533591411, 1.6257768869400024, 
7, 1.5456507917554652, 1.474438190460205, 
8, 1.3864512411785908, 1.3379135131835938, 
9, 1.2886157117906163, 1.2642371654510498, 
10, 1.2012020993916714, 1.2279053926467896, 
11, 1.1603122587819568, 1.1979343891143799, 
12, 1.1279902432541378, 1.1745150089263916, 
13, 1.1028448234816066, 1.1555193662643433, 
14, 1.0824909714890307, 1.140743613243103, 
15, 1.066022006190214, 1.128823161125183, 
16, 1.052449929909628, 1.1192834377288818, 
17, 1.040699087107768, 1.1103781461715698, 
18, 1.0301898900358404, 1.1027686595916748, 
19, 1.0205052003264428, 1.0951619148254395, 
20, 1.0114603985772759, 1.0883513689041138, 
21, 1.0029529248959705, 1.081596851348877, 
22, 0.9947854260562873, 1.0751549005508423, 
23, 0.9869052537396306, 1.0690499544143677, 
24, 0.9792683548981049, 1.0630148649215698, 
25, 0.9718660085538372, 1.057248830795288, 
26, 0.96468692652759, 1.0516294240951538, 
27, 0.9576774142926834, 1.0463167428970337, 
28, 0.9508552260819029, 1.0410760641098022, 
29, 0.9441779908831003, 1.0360639095306396, 
30, 0.9376231701403368, 1.0311070680618286, 
31, 0.9312243964706288, 1.0264054536819458, 
32, 0.9249302695520588, 1.0217673778533936, 
33, 0.9187657237297199, 1.0173320770263672, 
34, 0.9127247177797263, 1.012903094291687, 
35, 0.9067779931132911, 1.0088192224502563, 
36, 0.900976155808226, 1.004636287689209, 
37, 0.8952522669659286, 1.0007553100585938, 
38, 0.889684199126529, 0.9967424869537354, 
39, 0.8841737213315534, 0.9931417107582092, 
40, 0.8788012018213507, 0.989342212677002, 
41, 0.8734531957839357, 0.9859094023704529, 
42, 0.8682652052675114, 0.9822773337364197, 
43, 0.8630987976784589, 0.978996753692627, 
44, 0.8580519990354288, 0.9756369590759277, 
45, 0.8530702062439723, 0.9725518822669983, 
46, 0.8481894096634427, 0.9692933559417725, 
47, 0.8433514882428724, 0.966373860836029, 
48, 0.8386036929292757, 0.9632843136787415, 
49, 0.8339292658157036, 0.9604722261428833, 
